id,type,name,brand,latitude,longitude,shop,street,housenumber,postcode,city,phone,website,email,opening_hours,description,operator,wheelchair,parking
43364093,way,Edeka,Edeka,52.5416108,13.3555713,supermarket,Sprengelstraße,37,13353,Berlin,,,,Mo-Fr 08:00-20:00; Sa 08:00-20:00; PH off,,Reinhard Schatz,yes,
43887860,way,Edeka Kitschun,Edeka,52.5538369,13.47547,supermarket,Buschallee,88,13088,Berlin,,,,"Mo-Sa 07:30-20:00; Su,PH off",,Edeka,yes,
44070264,way,EDEKA,Edeka,52.4441367,13.3358005,supermarket,Siemensstraße,22,12247,Berlin,+49 30 76903628,https://www.edeka.de/eh/minden-hannover/edeka-siemensstra%C3%9Fe-siemensstr.-21-23/index.jsp,e801005@minden.edeka.de,Mo-Fr 07:00-00:00; Sa 07:00-23:00,,,yes,
44070561,way,EDEKA,Edeka,52.5476299,13.4515925,supermarket,Bizetstraße,25-27,13088,Berlin,+49 30 34353125,https://www.edeka.de/eh/minden-hannover/edeka-hannemann-bizetstr.-25-27/index.jsp,,Mo-Fr 07:00-22:00; Sa 07:00-22:00,,Edeka,yes,
46431050,way,Edeka,EDEKA,52.4351513,13.3432662,supermarket,Kaiser-Wilhelm-Str.,64,12247,Berlin,+49 30 76890080,https://www.edeka.de/eh/minden-hannover/edeka-hadersbeck-kaiser-wilhelm-str.-64/index.jsp,edeka.hadersbeck.berlin@minden.edeka.de,Mo-Sa 07:00-21:00,,Solveig Hadersbeck,limited,
50242456,way,Edeka,Edeka,52.5191297,13.3095409,supermarket,,,,Berlin,,,,Mo-Sa 08:00-22:00,,,yes,
51202337,way,EDEKA,Edeka,52.5412784,13.4398331,supermarket,Greifswalder Straße,86,10409,Berlin,,,,"Mo-Fr 07:00-24:00, Sa 07:00-23:30",,,yes,
52000306,way,EDEKA Meichsner-Görse,Edeka,52.4784723,13.2819473,supermarket,Karlsbader Straße,17,14193,Berlin,+49 30 89502169,https://www.edeka.de/eh/minden-hannover/edeka-meichsner-g%C3%B6rse-karlsbader-str.-17/index.jsp,,Mo-Sa 08:00-20:00,,,yes,
52092588,way,EDEKA,Edeka,52.5077692,13.4154881,supermarket,Annenstraße,4a,10179,Berlin,,,,"Mo-Fr 07:00-24:00, Sa 07:00-23:30",,Edeka Minden-Hannover Stiftung & Co. KG,yes,
60840550,way,EDEKA Center Niemann,Edeka,52.5847715,13.4167328,supermarket,Blankenburger Straße,81,13156,Berlin,+49 30 48626480,,e409261@minden.edeka.de,Mo-Sa 07:00-22:00,,E center Pankow,yes,
75066220,way,EDEKA,Edeka,52.5642462,13.4204003,supermarket,Neumannstraße,70,13189,Berlin,,,,Mo-Sa 07:00-21:00,,EDEKA Kiezmarkt,yes,
77391123,way,EDEKA,Edeka,52.4162634,13.4965888,supermarket,Alt-Rudow,72-74,12355,Berlin,+493060972190,https://www.edeka.de/,,Mo-Sa 07:00-22:00,,,yes,
78622251,way,EDEKA Königstraße,Edeka,52.4200865,13.1597145,supermarket,Königstraße,14,14109,Berlin,+49308052559,,,Mo-Sa 07:00-22:00,,,yes,
80345507,way,EDEKA,Edeka,52.4183326,13.1530856,supermarket,Königstraße,49,14109,Berlin,,,,,,,yes,
80999013,way,EDEKA,Edeka,52.5488783,13.5525136,supermarket,Raoul-Wallenberg-Straße,18,12679,Berlin,,,,Mo-Sa 07:00-21:00,,,yes,
84404796,way,nah und gut,Edeka,52.5282997,13.4812636,supermarket,Bernhard-Bästlein-Straße,5,10367,Berlin,,,,Mo-Sa 07:00-21:00,,,yes,
95789544,way,Edeka,Edeka,52.4488196,13.3157863,supermarket,Hindenburgdamm,60,12203,Berlin,,,,Mo-Sa 08:00-21:00,,,yes,
126252601,way,Edeka,Edeka,52.4417081,13.4589206,supermarket,Rudower Straße,21,12351,Berlin,,,,Mo-Sa 08:00-22:00,,,limited,
162475159,way,EDEKA Brehm,Edeka,52.4658179,13.5849063,supermarket,Mahlsdorfer Straße,34,12555,Berlin,+49 30 64095172,https://edeka-brehm.de/,hello@edeka-brehm.de,Mo-Sa 07:00-21:00; PH off,,,yes,
165863238,way,EDEKA,Edeka,52.4889795,13.4475507,supermarket,Heidelberger Straße,90,12435,Berlin,,,,Mo-Sa 07:00-21:00,,Lawrenz,yes,
170745163,way,EDEKA,Edeka,52.511521,13.2784289,supermarket,Königin-Elisabeth-Straße,9a,14059,Berlin,,https://www.edeka.de,,Mo-Sa 07:00-22:00,,EDEKA ZENTRALE AG & Co. KG,yes,
175152841,way,EDEKA Kruse,Edeka,52.3872517,13.4086795,supermarket,Goltzstraße,1,12307,Berlin,+49 30 76492900,,,Mo-Sa 07:00-21:00,,,yes,
175804748,way,nah und gut,Edeka,52.4366227,13.21587,supermarket,Breisgauer Straße,20,14129,Berlin,,,,Mo-Fr 08:00-20:00; Sa 08:00-18:00,,Edeka,,
192647261,way,EDEKA,Edeka,52.4521965,13.270516,supermarket,Clayallee,171,14195,Berlin,,,,"Mo-Fr 07:00-24:00, Sa 07:00-23:00",,Vierte E Reichelt Supermarkt GmbH,yes,
254312457,way,Edeka,EDEKA,52.4820995,13.6005867,supermarket,Hultschiner Damm,75,12623,Berlin,,,,"Mo-Th,Sa 07:00-20:00, Fr 07:00-21:00; PH off",,,yes,
281982068,way,Edeka Am Flugplatz,EDEKA,52.4717253,13.1251442,supermarket,Am Flugplatz Gatow,10,14089,Berlin,,,,"Mo-Sa 07:00-22:00; Su,PH off",,Edeka,yes,
313112121,way,Edeka,Edeka,52.5859011,13.3076634,supermarket,Miraustraße,62,13509,Berlin,+49 30 43004015,,,"Mo-Fr 07:00-20:00; Sa 07:00-20:00; Su,PH off",,,yes,
335576636,way,EDEKA,Edeka,52.5201382,13.3870085,supermarket,Friedrichstraße,142,10117,Berlin,+49 30 20166540,http://www.edeka-bahnhof.de,,Mo-Fr 06:00-22:00; Sa-Su 08:00-22:00,,City Markt GmbH,yes,
351530533,way,Edeka-Center Brehm,Edeka,52.505626,13.6144575,supermarket,An der Schule,82,12623,Berlin,+49 30 56553490,https://www.edeka.de/eh/minden-hannover/edeka-center-brehm-an-der-schule-82/,ecenter.brehm.berlin@minden.edeka.de,Mo-Sa 08:00-22:00; PH off,,EDEKA Minden-Hannover Stiftung & Co. KG,yes,
367780452,way,EDEKA,Edeka,52.5590562,13.2110821,supermarket,Streitstraße,18,13587,Berlin,+49 30 36758360,https://www.edeka.de/,,Mo-Sa 07:00-22:00,,,yes,
430955092,way,EDEKA,Edeka,52.5093269,13.4969373,supermarket,Weitlingstraße,22,10317,Berlin,,,,Mo-Fr 06:00-22:00; Sa-Su 08:00-22:00; PH 08:00-22:00,,,yes,
468164606,way,Edeka Elstaler Straße,Edeka,52.5373248,13.1854419,supermarket,Elstaler Straße,6,13583,Berlin,,,,Mo-Sa 07:00-22:00,,,,
497421468,way,E-Center Untergehrer,Edeka,52.4579575,13.5102754,supermarket,Schnellerstraße,131,12439,Berlin,,,,"Mo-Sa 07:00-22:00; Su,PH off",,Edeka Minden-Hannover Stiftung & Co. KG,yes,
503066257,way,EDEKA,Edeka,52.5758713,13.3142198,supermarket,Eichborndamm,77-85,,,,,,Mo-Sa 07:00-22:00,,,yes,
1146458203,way,EDEKA,Edeka,52.4383241,13.5483269,supermarket,Dörpfeldstraße,46,12489,Berlin,,,,Mo-Fr 07:00-24:00; Sa 07:00-23:30,,EDEKA Minden-Hannover Stiftung & Co. KG,yes,
